Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	brain development (GO:0007420)	1/150	4.693719e-01	7.132975e-01	0	0	1.598367e+00	1.208940e+00	ZIC2
GO_Biological_Process_2021	response to cytokine (GO:0034097)	1/150	4.693719e-01	7.132975e-01	0	0	1.598367e+00	1.208940e+00	FOXH1
GO_Biological_Process_2021	regulation of cell differentiation (GO:0045595)	1/156	4.827047e-01	7.278282e-01	0	0	1.536028e+00	1.118766e+00	FGF8
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	1/161	4.935621e-01	7.341100e-01	0	0	1.487651e+00	1.050440e+00	FGF8
GO_Biological_Process_2021	peptide biosynthetic process (GO:0043043)	1/162	4.957064e-01	7.341100e-01	0	0	1.478336e+00	1.037454e+00	RPL3L
GO_Biological_Process_2021	heart development (GO:0007507)	1/164	4.999681e-01	7.341100e-01	0	0	1.460049e+00	1.012122e+00	FGF8
GO_Biological_Process_2021	negative regulation of canonical Wnt signaling pathway (GO:0090090)	1/165	5.020856e-01	7.341100e-01	0	0	1.451073e+00	9.997668e-01	KREMEN2
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	1/170	5.125409e-01	7.421550e-01	0	0	1.407785e+00	9.409281e-01	CLDN22
GO_Biological_Process_2021	neuron differentiation (GO:0030182)	1/174	5.207486e-01	7.421550e-01	0	0	1.374956e+00	8.971423e-01	FGF8
GO_Biological_Process_2021	cation transport (GO:0006812)	1/174	5.207486e-01	7.421550e-01	0	0	1.374956e+00	8.971423e-01	KCNV1
GO_Biological_Process_2021	cellular protein metabolic process (GO:0044267)	2/417	5.254253e-01	7.421550e-01	0	0	1.146106e+00	7.375736e-01	AHSG;RPL3L
GO_Biological_Process_2021	positive regulation of developmental process (GO:0051094)	1/177	5.268147e-01	7.421550e-01	0	0	1.351314e+00	8.660660e-01	FGF8
GO_Biological_Process_2021	regulated exocytosis (GO:0045055)	1/180	5.328049e-01	7.451547e-01	0	0	1.328465e+00	8.364013e-01	AHSG
GO_Biological_Process_2021	negative regulation of Wnt signaling pathway (GO:0030178)	1/191	5.541349e-01	7.694103e-01	0	0	1.250856e+00	7.384394e-01	KREMEN2
GO_Biological_Process_2021	generation of neurons (GO:0048699)	1/202	5.745020e-01	7.874309e-01	0	0	1.181742e+00	6.549824e-01	FGF8
GO_Biological_Process_2021	regulation of inflammatory response (GO:0050727)	1/206	5.816780e-01	7.874309e-01	0	0	1.158448e+00	6.276917e-01	AHSG
GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	1/207	5.834532e-01	7.874309e-01	0	0	1.152766e+00	6.211001e-01	FGF8
GO_Biological_Process_2021	negative regulation of nucleic acid-templated transcription (GO:1903507)	2/464	5.835962e-01	7.874309e-01	0	0	1.027030e+00	5.531028e-01	NKX6-2;ZIC2
GO_Biological_Process_2021	positive regulation of protein modification process (GO:0031401)	1/214	5.956731e-01	7.874309e-01	0	0	1.114486e+00	5.773742e-01	FGF8
GO_Biological_Process_2021	translation (GO:0006412)	1/214	5.956731e-01	7.874309e-01	0	0	1.114486e+00	5.773742e-01	RPL3L
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	1/214	5.956731e-01	7.874309e-01	0	0	1.114486e+00	5.773742e-01	KREMEN2
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	2/511	6.364408e-01	8.326976e-01	0	0	9.299439e-01	4.202080e-01	ZIC2;FOXH1
GO_Biological_Process_2021	membrane organization (GO:0061024)	1/242	6.411094e-01	8.326976e-01	0	0	9.836025e-01	4.372655e-01	GLTPD2
GO_Biological_Process_2021	anterograde trans-synaptic signaling (GO:0098916)	1/244	6.441546e-01	8.326976e-01	0	0	9.754078e-01	4.290004e-01	HCRT
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	1/246	6.471743e-01	8.326976e-01	0	0	9.673469e-01	4.209310e-01	ZIC2
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	1/253	6.575450e-01	8.344048e-01	0	0	9.401415e-01	3.941469e-01	FGF8
GO_Biological_Process_2021	regulation of canonical Wnt signaling pathway (GO:0060828)	1/253	6.575450e-01	8.344048e-01	0	0	9.401415e-01	3.941469e-01	KREMEN2
GO_Biological_Process_2021	positive regulation of cell differentiation (GO:0045597)	1/258	6.647677e-01	8.344048e-01	0	0	9.216164e-01	3.763122e-01	FGF8
GO_Biological_Process_2021	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	2/547	6.733189e-01	8.344048e-01	0	0	8.669053e-01	3.428924e-01	NKX6-2;ZIC2
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	1/266	6.760121e-01	8.344048e-01	0	0	8.934303e-01	3.498175e-01	FGF8
GO_Biological_Process_2021	negative regulation of signal transduction (GO:0009968)	1/267	6.773912e-01	8.344048e-01	0	0	8.900263e-01	3.466708e-01	AHSG
GO_Biological_Process_2021	central nervous system development (GO:0007417)	1/268	6.787645e-01	8.344048e-01	0	0	8.866477e-01	3.435592e-01	ZIC2
GO_Biological_Process_2021	proteolysis (GO:0006508)	1/287	7.037863e-01	8.596883e-01	0	0	8.269441e-01	2.904894e-01	KLK12
GO_Biological_Process_2021	MAPK cascade (GO:0000165)	1/303	7.233560e-01	8.767995e-01	0	0	7.824942e-01	2.534137e-01	FGF8
GO_Biological_Process_2021	chemical synaptic transmission (GO:0007268)	1/306	7.268804e-01	8.767995e-01	0	0	7.746790e-01	2.471174e-01	HCRT
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	1/314	7.360634e-01	8.820470e-01	0	0	7.545710e-01	2.312300e-01	RPL3L
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	2/625	7.429389e-01	8.820470e-01	0	0	7.553146e-01	2.244353e-01	FGF8;AHSG
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	1/322	7.449412e-01	8.820470e-01	0	0	7.354652e-01	2.165577e-01	H3C13
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	1/345	7.688542e-01	8.993265e-01	0	0	6.854861e-01	1.801827e-01	AHSG
GO_Biological_Process_2021	positive regulation of multicellular organismal process (GO:0051240)	1/345	7.688542e-01	8.993265e-01	0	0	6.854861e-01	1.801827e-01	HCRT
GO_Biological_Process_2021	supramolecular fiber organization (GO:0097435)	1/351	7.747191e-01	9.007276e-01	0	0	6.735284e-01	1.719213e-01	H3C13
GO_Biological_Process_2021	gene expression (GO:0010467)	1/356	7.794939e-01	9.008523e-01	0	0	6.638724e-01	1.653775e-01	RPL3L
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	1/371	7.932266e-01	9.112663e-01	0	0	6.364702e-01	1.474360e-01	FGF8
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	1/384	8.044423e-01	9.186826e-01	0	0	6.144578e-01	1.337097e-01	FGF8
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	1/404	8.205339e-01	9.249951e-01	0	0	5.833657e-01	1.153898e-01	FGF8
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	1/408	8.235916e-01	9.249951e-01	0	0	5.775140e-01	1.120842e-01	FGF8
GO_Biological_Process_2021	protein modification by small protein conjugation (GO:0032446)	1/409	8.243479e-01	9.249951e-01	0	0	5.760690e-01	1.112750e-01	H2BC3
GO_Biological_Process_2021	organelle organization (GO:0006996)	1/420	8.324591e-01	9.278765e-01	0	0	5.606292e-01	1.028032e-01	KISS1
