Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Leishmaniasis	11/77	3.693934e-12	4.024444e-11	0	0	2.682927e+01	7.062625e+02	FCGR2A;NCF2;HLA-DPB1;IL12B;CYBB;HLA-DRA;HLA-DOA;TLR4;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	Chagas disease	12/102	4.014007e-12	4.154497e-11	0	0	2.161311e+01	5.671547e+02	MAPK10;IL6;CCL5;AKT3;IL12B;CCL2;CD3G;FASLG;PIK3R1;CD3E;CD3D;TLR4
KEGG_2021_Human	Systemic lupus erythematosus	13/135	6.629723e-12	6.535013e-11	0	0	1.738735e+01	4.475409e+02	H2BC3;GRIN2B;H3-5;FCGR2A;CD40LG;H3C13;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;H3C7;HLA-DPA1
KEGG_2021_Human	Type I diabetes mellitus	9/43	9.638325e-12	9.068788e-11	0	0	4.199718e+01	1.065270e+03	HLA-DPB1;LTA;IL12B;HLA-DRA;FASLG;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	Leukocyte transendothelial migration	12/114	1.533352e-11	1.380017e-10	0	0	1.905882e+01	4.745834e+02	CLDN22;CLDN11;CLDN10;VCAM1;NCF2;CYBB;MYL10;RHOH;PIK3R1;CLDN2;ITGAL;MYL9
KEGG_2021_Human	Inflammatory bowel disease	10/65	1.698213e-11	1.464709e-10	0	0	2.904839e+01	7.203669e+02	IL6;HLA-DPB1;IL12B;HLA-DRA;NFATC1;HLA-DOA;TLR4;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	Malaria	9/50	4.116536e-11	3.408492e-10	0	0	3.481463e+01	8.325371e+02	SELP;IL6;VCAM1;CD40LG;CCL2;CD36;ITGAL;TLR4;SELE
KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	11/100	6.874847e-11	5.473436e-10	0	0	1.987275e+01	4.650336e+02	MAPK10;IL6;VCAM1;AKT3;BCL2;CYBB;CCL2;NFATC1;PIK3R1;SELE;FOXO1
KEGG_2021_Human	Yersinia infection	12/137	1.355035e-10	1.038860e-09	0	0	1.553390e+01	3.529617e+02	MAPK10;IL6;FCGR2A;WIPF1;AKT3;NLRP3;CCL2;NFATC1;PIK3R1;ITGA5;MEFV;TLR4
KEGG_2021_Human	Measles	12/139	1.606044e-10	1.187325e-09	0	0	1.528772e+01	3.447699e+02	MAPK10;IL6;AKT3;BCL2;IL12B;FASLG;CD3G;PIK3R1;CD3E;TLR4;CD3D;RAB9B
KEGG_2021_Human	TNF signaling pathway	11/112	2.380154e-10	1.698938e-09	0	0	1.750101e+01	3.877993e+02	MAPK10;CXCL10;IL6;CSF2;VCAM1;CCL5;AKT3;LTA;CCL2;PIK3R1;SELE
KEGG_2021_Human	Graft-versus-host disease	8/42	3.203983e-10	2.210748e-09	0	0	3.703455e+01	8.096291e+02	IL6;HLA-DPB1;HLA-DRA;FASLG;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	Neutrophil extracellular trap formation	13/189	4.617532e-10	3.083320e-09	0	0	1.201963e+01	2.583738e+02	NCF2;H2BC3;ITGB3;CYBB;PIK3R1;ITGAL;SELP;H3-5;FCGR2A;H3C13;AKT3;TLR4;H3C7
KEGG_2021_Human	Intestinal immune network for IgA production	8/48	9.904337e-10	6.406868e-09	0	0	3.146984e+01	6.524604e+02	IL6;CD40LG;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	Asthma	7/31	1.189935e-09	7.464136e-09	0	0	4.556890e+01	9.364120e+02	CD40LG;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	NF-kappa B signaling pathway	10/104	1.986301e-09	1.142123e-08	0	0	1.696294e+01	3.398862e+02	VCAM1;CD40LG;IL1R1;BTK;BCL2;LTA;LY96;PRKCQ;LBP;TLR4
KEGG_2021_Human	T cell receptor signaling pathway	10/104	1.986301e-09	1.142123e-08	0	0	1.696294e+01	3.398862e+02	MAPK10;CSF2;CD40LG;AKT3;PRKCQ;NFATC1;CD3G;PIK3R1;CD3E;CD3D
KEGG_2021_Human	Toll-like receptor signaling pathway	10/104	1.986301e-09	1.142123e-08	0	0	1.696294e+01	3.398862e+02	MAPK10;CXCL10;IL6;CCL5;AKT3;IL12B;LY96;PIK3R1;LBP;TLR4
KEGG_2021_Human	Autoimmune thyroid disease	8/53	2.262015e-09	1.265506e-08	0	0	2.796614e+01	5.567222e+02	CD40LG;HLA-DPB1;HLA-DRA;FASLG;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	Viral myocarditis	8/60	6.278575e-09	3.420171e-08	0	0	2.419292e+01	4.569104e+02	CD40LG;HLA-DPB1;HLA-DRA;ITGAL;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	Staphylococcus aureus infection	9/95	1.498094e-08	7.951420e-08	0	0	1.656000e+01	2.983530e+02	SELP;FCGR2A;HLA-DPB1;HLA-DRA;ITGAL;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	Regulation of actin cytoskeleton	12/218	2.724004e-08	1.409672e-07	0	0	9.387235e+00	1.635123e+02	ITGB3;F2R;LPAR1;MYL10;NCKAP1L;PIK3R1;LPAR4;ITGA5;WASF1;ITGAL;MYL9;MYH10
KEGG_2021_Human	Fluid shear stress and atherosclerosis	10/139	3.326270e-08	1.679360e-07	0	0	1.233871e+01	2.124581e+02	MAPK10;VCAM1;IL1R1;NCF2;ITGB3;AKT3;BCL2;CCL2;PIK3R1;SELE
KEGG_2021_Human	Coronavirus disease	12/232	5.412320e-08	2.667500e-07	0	0	8.783607e+00	1.469673e+02	MAPK10;SELP;CXCL10;IL6;CSF2;FCGR2A;NLRP3;CYBB;IL12B;CCL2;PIK3R1;TLR4
KEGG_2021_Human	Hepatitis B	10/162	1.416994e-07	6.821342e-07	0	0	1.045947e+01	1.649411e+02	MAPK10;CCNA1;IL6;CASP12;AKT3;BCL2;FASLG;NFATC1;PIK3R1;TLR4
KEGG_2021_Human	PD-L1 expression and PD-1 checkpoint pathway in cancer	8/89	1.473034e-07	6.929955e-07	0	0	1.550852e+01	2.439611e+02	AKT3;CD3G;PRKCQ;NFATC1;PIK3R1;CD3E;CD3D;TLR4
KEGG_2021_Human	Osteoclast differentiation	9/127	1.886825e-07	8.679397e-07	0	0	1.204963e+01	1.865668e+02	MAPK10;FCGR2A;NCF2;IL1R1;ITGB3;AKT3;BTK;NFATC1;PIK3R1
KEGG_2021_Human	Prion disease	12/273	3.160885e-07	1.422398e-06	0	0	7.388355e+00	1.105833e+02	MAPK10;IL6;CASP12;TUBA1A;KIF5C;NCF2;CCL5;KIF5A;CYBB;PIK3R1;GRIN2B;TUBB4A
KEGG_2021_Human	Pertussis	7/76	7.703328e-07	3.336131e-06	0	0	1.581410e+01	2.226063e+02	MAPK10;IL6;IL12B;LY96;NLRP3;ITGA5;TLR4
KEGG_2021_Human	PI3K-Akt signaling pathway	13/354	7.735955e-07	3.336131e-06	0	0	6.151693e+00	8.656796e+01	ITGB3;F2R;LPAR1;FASLG;PIK3R1;LPAR4;PIK3CG;IL6;CD19;AKT3;BCL2;ITGA5;TLR4
KEGG_2021_Human	Hepatitis C	9/157	1.136975e-06	4.803139e-06	0	0	9.592541e+00	1.312944e+02	CLDN11;CLDN22;CXCL10;CLDN10;RSAD2;AKT3;FASLG;PIK3R1;CLDN2
KEGG_2021_Human	Proteoglycans in cancer	10/205	1.243056e-06	5.146250e-06	0	0	8.135236e+00	1.106224e+02	ITGB3;AKT3;CAMK2A;IL12B;HCLS1;FASLG;FLNC;PIK3R1;ITGA5;TLR4
KEGG_2021_Human	Human immunodeficiency virus 1 infection	10/212	1.684179e-06	6.835786e-06	0	0	7.850527e+00	1.043667e+02	MAPK10;AKT3;BCL2;FASLG;NFATC1;CD3G;PIK3R1;CD3E;TLR4;CD3D
KEGG_2021_Human	Tight junction	9/169	2.097145e-06	8.348250e-06	0	0	8.867700e+00	1.159446e+02	MAPK10;CLDN11;CLDN22;CLDN10;TUBA1A;HCLS1;CLDN2;MYL9;MYH10
KEGG_2021_Human	Pathways in cancer	15/531	2.829145e-06	1.104968e-05	0	0	4.726891e+00	6.038856e+01	LEF1;F2R;CAMK2A;LPAR1;FASLG;PIK3R1;LPAR4;FOXO1;MAPK10;CCNA1;IL6;AKT3;BCL2;IL12B;RXRG
KEGG_2021_Human	African trypanosomiasis	5/37	4.595971e-06	1.761789e-05	0	0	2.402374e+01	2.952597e+02	IL6;VCAM1;IL12B;FASLG;SELE
KEGG_2021_Human	Primary immunodeficiency	5/38	5.263990e-06	1.981174e-05	0	0	2.329457e+01	2.831367e+02	CD40LG;CD19;BTK;CD3E;CD3D
KEGG_2021_Human	C-type lectin receptor signaling pathway	7/104	6.407962e-06	2.368657e-05	0	0	1.123330e+01	1.343274e+02	MAPK10;IL6;AKT3;IL12B;NLRP3;NFATC1;PIK3R1
KEGG_2021_Human	Insulin resistance	7/108	8.226327e-06	2.987456e-05	0	0	1.078623e+01	1.262870e+02	MAPK10;IL6;AKT3;PRKCQ;PIK3R1;CD36;FOXO1
KEGG_2021_Human	Focal adhesion	9/201	8.638278e-06	3.067203e-05	0	0	7.377750e+00	8.601945e+01	MAPK10;ITGB3;AKT3;BCL2;MYL10;FLNC;PIK3R1;ITGA5;MYL9
KEGG_2021_Human	HIF-1 signaling pathway	7/109	8.742268e-06	3.067203e-05	0	0	1.067994e+01	1.243930e+02	IL6;AKT3;CAMK2A;BCL2;CYBB;PIK3R1;TLR4
KEGG_2021_Human	Antigen processing and presentation	6/78	1.398088e-05	4.823403e-05	0	0	1.288672e+01	1.440454e+02	HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
KEGG_2021_Human	cAMP signaling pathway	9/216	1.536988e-05	5.215682e-05	0	0	6.837913e+00	7.578528e+01	MAPK10;AKT3;F2R;CAMK2A;ATP2B3;NFATC1;PIK3R1;MYL9;GRIN2B
KEGG_2021_Human	Pathways of neurodegeneration	13/475	1.886574e-05	6.298723e-05	0	0	4.512397e+00	4.908659e+01	TRPC3;CAMK2A;CYBB;FASLG;GRIN2B;TUBB4A;MAPK10;IL6;CASP12;TUBA1A;KIF5C;KIF5A;BCL2
KEGG_2021_Human	Platelet activation	7/124	2.032356e-05	6.677741e-05	0	0	9.303654e+00	1.005142e+02	FCGR2A;ITGB3;AKT3;F2R;BTK;PIK3R1;PIK3CG
KEGG_2021_Human	Human cytomegalovirus infection	9/225	2.124371e-05	6.871014e-05	0	0	6.550000e+00	7.047439e+01	IL6;IL1R1;ITGB3;CCL5;AKT3;CCL2;FASLG;NFATC1;PIK3R1
KEGG_2021_Human	Cytokine-cytokine receptor interaction	10/295	3.050785e-05	9.715577e-05	0	0	5.540747e+00	5.761006e+01	CXCL10;IL6;CSF2;CD40LG;IL1R1;CCL5;LTA;IL12B;CCL2;FASLG
KEGG_2021_Human	Alzheimer disease	11/369	3.943788e-05	1.236915e-04	0	0	4.873234e+00	4.941842e+01	MAPK10;IL6;CASP12;TUBA1A;KIF5C;KIF5A;AKT3;CYBB;PIK3R1;GRIN2B;TUBB4A
KEGG_2021_Human	Transcriptional misregulation in cancer	8/192	4.631508e-05	1.430929e-04	0	0	6.791580e+00	6.778026e+01	CCNA1;IL6;H3-5;CSF2;H3C13;RXRG;FOXO1;H3C7
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	8/193	4.804886e-05	1.457269e-04	0	0	6.754526e+00	6.716222e+01	MAPK10;IL6;CSF2;LEF1;AKT3;NFATC1;PIK3R1;PIK3CG
KEGG_2021_Human	Apoptosis	7/142	4.857564e-05	1.457269e-04	0	0	8.055818e+00	8.001351e+01	MAPK10;CASP12;TUBA1A;AKT3;BCL2;FASLG;PIK3R1
KEGG_2021_Human	Amoebiasis	6/102	6.428343e-05	1.900953e-04	0	0	9.653320e+00	9.317586e+01	IL6;CSF2;IL1R1;IL12B;PIK3R1;TLR4
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	7/150	6.876147e-05	1.999742e-04	0	0	7.602059e+00	7.286473e+01	SLC8A3;CACNA2D1;AKT3;CAMK2A;BCL2;ATP2B3;PIK3CG
KEGG_2021_Human	GnRH secretion	5/64	6.955624e-05	1.999742e-04	0	0	1.301209e+01	1.245696e+02	TRPC4;TRPC1;AKT3;PIK3R1;CACNA1G
KEGG_2021_Human	Acute myeloid leukemia	5/67	8.670064e-05	2.430755e-04	0	0	1.238060e+01	1.157963e+02	CCNA1;CSF2;AKT3;LEF1;PIK3R1
KEGG_2021_Human	Rap1 signaling pathway	8/210	8.689656e-05	2.430755e-04	0	0	6.180732e+00	5.779474e+01	ITGB3;AKT3;F2R;LPAR1;PIK3R1;LPAR4;ITGAL;GRIN2B
KEGG_2021_Human	Fc epsilon RI signaling pathway	5/68	9.308224e-05	2.569070e-04	0	0	1.218346e+01	1.130872e+02	MAPK10;CSF2;AKT3;BTK;PIK3R1
KEGG_2021_Human	Necroptosis	7/159	9.917701e-05	2.683441e-04	0	0	7.148674e+00	6.590080e+01	MAPK10;CAMK2A;BCL2;NLRP3;CYBB;FASLG;TLR4
KEGG_2021_Human	Adipocytokine signaling pathway	5/69	9.981882e-05	2.683441e-04	0	0	1.199249e+01	1.104767e+02	MAPK10;AKT3;PRKCQ;CD36;RXRG
KEGG_2021_Human	Non-small cell lung cancer	5/72	1.222927e-04	3.245459e-04	0	0	1.145378e+01	1.031882e+02	KIF5C;AKT3;KIF5A;PIK3R1;RXRG
KEGG_2021_Human	cGMP-PKG signaling pathway	7/167	1.346681e-04	3.528646e-04	0	0	6.788484e+00	6.050370e+01	SLC8A3;TRPC6;AKT3;ATP2B3;NFATC1;MYL9;PIK3CG
KEGG_2021_Human	Neurotrophin signaling pathway	6/119	1.509844e-04	3.906722e-04	0	0	8.193999e+00	7.209354e+01	MAPK10;AKT3;CAMK2A;BCL2;FASLG;PIK3R1
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	5/77	1.681376e-04	4.244448e-04	0	0	1.065568e+01	9.260566e+01	SLC8A3;ITGB3;CACNA2D1;LEF1;ITGA5
KEGG_2021_Human	Bacterial invasion of epithelial cells	5/77	1.681376e-04	4.244448e-04	0	0	1.065568e+01	9.260566e+01	ARHGEF26;HCLS1;ITGA5;PIK3R1;WASF1
KEGG_2021_Human	B cell receptor signaling pathway	5/81	2.134273e-04	5.322827e-04	0	0	1.009282e+01	8.530667e+01	CD19;AKT3;BTK;NFATC1;PIK3R1
KEGG_2021_Human	Axon guidance	7/182	2.287613e-04	5.637332e-04	0	0	6.201890e+00	5.198940e+01	TRPC6;TRPC3;TRPC4;TRPC1;CAMK2A;PIK3R1;MYL9
KEGG_2021_Human	FoxO signaling pathway	6/131	2.547082e-04	6.202894e-04	0	0	7.402875e+00	6.126169e+01	MAPK10;IL6;AKT3;FASLG;PIK3R1;FOXO1
KEGG_2021_Human	Dopaminergic synapse	6/132	2.653877e-04	6.387821e-04	0	0	7.343750e+00	6.047078e+01	MAPK10;KIF5C;AKT3;KIF5A;CAMK2A;GRIN2B
KEGG_2021_Human	Colorectal cancer	5/86	2.824590e-04	6.720577e-04	0	0	9.467413e+00	7.736748e+01	MAPK10;AKT3;LEF1;BCL2;PIK3R1
KEGG_2021_Human	Hypertrophic cardiomyopathy	5/90	3.489221e-04	8.207600e-04	0	0	9.020064e+00	7.180568e+01	SLC8A3;IL6;ITGB3;CACNA2D1;ITGA5
KEGG_2021_Human	IL-17 signaling pathway	5/94	4.265910e-04	9.921835e-04	0	0	8.612926e+00	6.683359e+01	MAPK10;CXCL10;IL6;CSF2;CCL2
KEGG_2021_Human	Diabetic cardiomyopathy	7/203	4.429367e-04	1.018755e-03	0	0	5.531496e+00	4.271467e+01	MAPK10;NCF2;AKT3;CAMK2A;CYBB;PIK3R1;CD36
KEGG_2021_Human	Phospholipase D signaling pathway	6/148	4.894056e-04	1.109028e-03	0	0	6.511004e+00	4.962894e+01	AKT3;F2R;LPAR1;PIK3R1;LPAR4;PIK3CG
KEGG_2021_Human	Prostate cancer	5/97	4.929011e-04	1.109028e-03	0	0	8.330806e+00	6.344077e+01	AKT3;LEF1;BCL2;PIK3R1;FOXO1
KEGG_2021_Human	Inflammatory mediator regulation of TRP channels	5/98	5.166399e-04	1.149941e-03	0	0	8.240810e+00	6.236781e+01	MAPK10;IL1R1;CAMK2A;PRKCQ;PIK3R1
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	5/100	5.666863e-04	1.247916e-03	0	0	8.066503e+00	6.030280e+01	CXCL10;IL6;CCL5;LTA;CCL2
KEGG_2021_Human	Cellular senescence	6/156	6.460579e-04	1.407726e-03	0	0	6.161250e+00	4.525205e+01	CCNA1;IL6;AKT3;NFATC1;PIK3R1;FOXO1
KEGG_2021_Human	JAK-STAT signaling pathway	6/162	7.871194e-04	1.697226e-03	0	0	5.922476e+00	4.232871e+01	IL6;CSF2;AKT3;BCL2;IL12B;PIK3R1
KEGG_2021_Human	MAPK signaling pathway	8/294	8.351568e-04	1.782242e-03	0	0	4.346764e+00	3.080939e+01	MAPK10;IL1R1;CACNA2D1;AKT3;FASLG;NFATC1;FLNC;CACNA1G
KEGG_2021_Human	Cholinergic synapse	5/113	9.858677e-04	2.082394e-03	0	0	7.090870e+00	4.908292e+01	AKT3;CAMK2A;BCL2;PIK3R1;PIK3CG
KEGG_2021_Human	AMPK signaling pathway	5/120	1.289646e-03	2.696533e-03	0	0	6.656892e+00	4.429088e+01	CCNA1;AKT3;PIK3R1;CD36;FOXO1
KEGG_2021_Human	Thyroid hormone signaling pathway	5/121	1.338105e-03	2.769877e-03	0	0	6.599171e+00	4.366342e+01	ITGB3;AKT3;PIK3R1;RXRG;FOXO1
KEGG_2021_Human	Chemokine signaling pathway	6/192	1.881553e-03	3.855106e-03	0	0	4.959677e+00	3.112524e+01	CXCL10;CCL5;AKT3;CCL2;PIK3R1;PIK3CG
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	5/131	1.899618e-03	3.855106e-03	0	0	6.072351e+00	3.804998e+01	CSF2;NFATC1;FASLG;PIK3R1;ITGAL
KEGG_2021_Human	Autophagy	5/137	2.309814e-03	4.642053e-03	0	0	5.794574e+00	3.517647e+01	MAPK10;AKT3;BCL2;PRKCQ;PIK3R1
KEGG_2021_Human	ErbB signaling pathway	4/85	2.565054e-03	5.105444e-03	0	0	7.515670e+00	4.483680e+01	MAPK10;AKT3;CAMK2A;PIK3R1
KEGG_2021_Human	Spinocerebellar ataxia	5/143	2.781022e-03	5.482587e-03	0	0	5.540950e+00	3.260814e+01	MAPK10;TRPC3;AKT3;PIK3R1;GRIN2B
KEGG_2021_Human	Gastric cancer	5/149	3.318234e-03	6.479948e-03	0	0	5.308463e+00	3.030242e+01	LEF1;AKT3;BCL2;PIK3R1;RXRG
KEGG_2021_Human	Small cell lung cancer	4/92	3.414818e-03	6.606237e-03	0	0	6.915385e+00	3.927683e+01	AKT3;BCL2;PIK3R1;RXRG
KEGG_2021_Human	Type II diabetes mellitus	3/46	3.617113e-03	6.932800e-03	0	0	1.055725e+01	5.935371e+01	MAPK10;PIK3R1;CACNA1G
KEGG_2021_Human	Oxytocin signaling pathway	5/154	3.819938e-03	7.254377e-03	0	0	5.129026e+00	2.855596e+01	CACNA2D1;CAMK2A;NFATC1;MYL9;PIK3CG
KEGG_2021_Human	Non-alcoholic fatty liver disease	5/155	3.926449e-03	7.388864e-03	0	0	5.094574e+00	2.822404e+01	MAPK10;IL6;AKT3;FASLG;PIK3R1
KEGG_2021_Human	Dilated cardiomyopathy	4/96	3.977470e-03	7.417444e-03	0	0	6.613378e+00	3.655286e+01	SLC8A3;ITGB3;CACNA2D1;ITGA5
KEGG_2021_Human	Fc gamma R-mediated phagocytosis	4/97	4.127345e-03	7.628217e-03	0	0	6.541935e+00	3.591602e+01	FCGR2A;AKT3;PIK3R1;WASF1
KEGG_2021_Human	Choline metabolism in cancer	4/98	4.280992e-03	7.842171e-03	0	0	6.472013e+00	3.529558e+01	MAPK10;AKT3;PIK3R1;WASF1
KEGG_2021_Human	Progesterone-mediated oocyte maturation	4/100	4.599781e-03	8.352233e-03	0	0	6.336538e+00	3.410164e+01	MAPK10;CCNA1;AKT3;PIK3R1
KEGG_2021_Human	Calcium signaling pathway	6/240	5.627040e-03	1.012867e-02	0	0	3.932692e+00	2.037202e+01	P2RX7;SLC8A3;F2R;CAMK2A;ATP2B3;CACNA1G
KEGG_2021_Human	Legionellosis	3/57	6.609599e-03	1.179472e-02	0	0	8.402036e+00	4.217177e+01	IL6;IL12B;TLR4
KEGG_2021_Human	Parkinson disease	6/249	6.701272e-03	1.185610e-02	0	0	3.785301e+00	1.894716e+01	MAPK10;TUBA1A;KIF5C;KIF5A;CAMK2A;TUBB4A
KEGG_2021_Human	Endometrial cancer	3/58	6.936434e-03	1.216815e-02	0	0	8.248855e+00	4.100479e+01	AKT3;LEF1;PIK3R1
