Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	calcium ion transmembrane import into cytosol (GO:0097553)	6/42	3.477966e-07	1.771656e-05	0	0	2.582031e+01	3.839906e+02	SLC24A2;SLC8A3;CACNA2D1;F2R;PKD2;GRIN2B
GO_Biological_Process_2021	interferon-gamma-mediated signaling pathway (GO:0060333)	7/68	3.571199e-07	1.771656e-05	0	0	1.789531e+01	2.656594e+02	VCAM1;CAMK2A;HLA-DPB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DPA1
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	10/179	3.588720e-07	1.771656e-05	0	0	9.399217e+00	1.394872e+02	VCAM1;FCGR2A;CD40LG;RSAD2;CD19;HLA-DRA;CD3G;CD3E;ITGAL;CD3D
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	8/100	3.649259e-07	1.771656e-05	0	0	1.364665e+01	2.022921e+02	MARCHF1;KIF5A;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
GO_Biological_Process_2021	response to molecule of bacterial origin (GO:0002237)	7/73	5.837697e-07	2.745542e-05	0	0	1.653543e+01	2.373456e+02	SELP;IL6;F2R;LY96;LBP;TLR4;SELE
GO_Biological_Process_2021	protein modification by small protein conjugation (GO:0032446)	14/409	6.606114e-07	3.012788e-05	0	0	5.750928e+00	8.183628e+01	TRIM61;H2BC3;ASB11;KLHL13;MEFV;RNF144A;CAND2;SPSB1;ASB9;HECW1;ASB2;PDZRN3;FBXL7;SPSB4
GO_Biological_Process_2021	regulation of inflammatory response (GO:0050727)	10/206	1.299119e-06	5.750511e-05	0	0	8.093318e+00	1.096954e+02	IL6;NLRP12;CASP12;IL1R1;CCL5;NLRP3;IL12B;MEFV;SELE;TLR4
GO_Biological_Process_2021	cellular response to lipopolysaccharide (GO:0071222)	8/120	1.473188e-06	6.334710e-05	0	0	1.119841e+01	1.503732e+02	CXCL10;IL6;CCL5;LY96;NLRP3;CCL2;LBP;TLR4
GO_Biological_Process_2021	manganese ion transport (GO:0006828)	4/14	1.830547e-06	7.525691e-05	0	0	6.109538e+01	8.071248e+02	TRPC6;TRPC3;TRPC4;TRPC1
GO_Biological_Process_2021	positive regulation of leukocyte cell-cell adhesion (GO:1903039)	5/31	1.850170e-06	7.525691e-05	0	0	2.957662e+01	3.904183e+02	IL6;HLA-DPB1;CCL2;PRKCQ;HLA-DPA1
GO_Biological_Process_2021	regulation of interleukin-17 production (GO:0032660)	5/33	2.556744e-06	1.012605e-04	0	0	2.746124e+01	3.536122e+02	IL6;IL12B;NCKAP1L;PRKCQ;TLR4
GO_Biological_Process_2021	positive thymic T cell selection (GO:0045059)	3/5	2.912019e-06	1.121790e-04	0	0	2.274504e+02	2.899234e+03	CD3G;CD3E;CD3D
GO_Biological_Process_2021	positive regulation of release of sequestered calcium ion into cytosol (GO:0051281)	5/34	2.981503e-06	1.121790e-04	0	0	2.651296e+01	3.373267e+02	CXCL10;CD19;TRPC1;F2R;PKD2
GO_Biological_Process_2021	regulation of interleukin-1 production (GO:0032652)	4/16	3.293823e-06	1.209074e-04	0	0	5.090769e+01	6.426313e+02	NLRP12;F2R;MEFV;TLR4
GO_Biological_Process_2021	regulation of NLRP3 inflammasome complex assembly (GO:1900225)	4/17	4.284966e-06	1.510013e-04	0	0	4.698935e+01	5.808071e+02	GBP5;CD36;MEFV;TLR4
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	7/98	4.314322e-06	1.510013e-04	0	0	1.197759e+01	1.479660e+02	KIF5A;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen (GO:0002478)	7/103	6.009898e-06	2.055658e-04	0	0	1.135089e+01	1.364615e+02	KIF5A;HLA-DPB1;HLA-DRA;HLA-DOA;HLA-DQA2;HLA-DQA1;HLA-DPA1
GO_Biological_Process_2021	regulation of cytosolic calcium ion concentration (GO:0051480)	8/148	7.059644e-06	2.361059e-04	0	0	8.946032e+00	1.061099e+02	TRPC6;TRPC3;TRPC4;TRPC1;F2R;LPAR1;ATP2B3;CD36
GO_Biological_Process_2021	response to cytokine (GO:0034097)	8/150	7.792827e-06	2.549610e-04	0	0	8.819137e+00	1.037334e+02	SELP;NLRP12;IL1R1;LEF1;BCL2;HCLS1;MEFV;SELE
GO_Biological_Process_2021	calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules (GO:0016338)	4/20	8.587971e-06	2.692687e-04	0	0	3.817308e+01	4.452946e+02	CLDN11;CLDN22;CLDN10;CLDN2
GO_Biological_Process_2021	lipopolysaccharide-mediated signaling pathway (GO:0031663)	4/20	8.587971e-06	2.692687e-04	0	0	3.817308e+01	4.452946e+02	CCL5;CCL2;LBP;TLR4
GO_Biological_Process_2021	positive regulation of T cell differentiation (GO:0045582)	5/43	9.827672e-06	2.978241e-04	0	0	2.022440e+01	2.331936e+02	LEF1;IL12B;RHOH;HLA-DRA;NCKAP1L
GO_Biological_Process_2021	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	8/155	9.912416e-06	2.978241e-04	0	0	8.517007e+00	9.813059e+01	IL6;CD40LG;CAMK2A;BTK;NLRP3;PRKCQ;CD36;TLR4
GO_Biological_Process_2021	detection of molecule of bacterial origin (GO:0032490)	3/7	1.009238e-05	2.978241e-04	0	0	1.137137e+02	1.308132e+03	LY96;LBP;TLR4
GO_Biological_Process_2021	purinergic nucleotide receptor signaling pathway (GO:0035590)	4/21	1.055367e-05	2.996845e-04	0	0	3.592579e+01	4.116750e+02	P2RX7;ENTPD1;NLRP3;MEFV
GO_Biological_Process_2021	positive regulation of T cell cytokine production (GO:0002726)	4/21	1.055367e-05	2.996845e-04	0	0	3.592579e+01	4.116750e+02	IL6;RSAD2;IL1R1;NLRP3
GO_Biological_Process_2021	positive regulation of immune response (GO:0050778)	6/75	1.114177e-05	3.105252e-04	0	0	1.344905e+01	1.533838e+02	GBP5;RSAD2;CCL5;IL12B;NLRP3;HLA-DRA
GO_Biological_Process_2021	cellular response to molecule of bacterial origin (GO:0071219)	7/115	1.243424e-05	3.402461e-04	0	0	1.008355e+01	1.138943e+02	CXCL10;IL6;LY96;NLRP3;CCL2;LBP;TLR4
GO_Biological_Process_2021	protein-containing complex assembly (GO:0065003)	10/267	1.296602e-05	3.426181e-04	0	0	6.153194e+00	6.924299e+01	P2RX7;CAND2;WIPF1;LEF1;NCKAP1L;CD3G;MEFV;CD3E;WASF1;FBXL7
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	6/77	1.297623e-05	3.426181e-04	0	0	1.306888e+01	1.470562e+02	SELP;CCL5;F2R;HCLS1;PIK3R1;PIK3CG
GO_Biological_Process_2021	regulation of T cell activation (GO:0050863)	5/47	1.532829e-05	3.876144e-04	0	0	1.829457e+01	2.028102e+02	CCL5;HLA-DPB1;CCL2;PRKCQ;HLA-DPA1
GO_Biological_Process_2021	regulation of interleukin-4 production (GO:0032673)	4/23	1.545307e-05	3.876144e-04	0	0	3.214089e+01	3.560472e+02	CD40LG;LEF1;NLRP3;PRKCQ
GO_Biological_Process_2021	positive regulation of epithelial cell apoptotic process (GO:1904037)	4/23	1.545307e-05	3.876144e-04	0	0	3.214089e+01	3.560472e+02	IL6;CD40LG;CCL2;FASLG
GO_Biological_Process_2021	positive regulation of T-helper 2 cell cytokine production (GO:2000553)	3/8	1.606864e-05	3.927259e-04	0	0	9.096641e+01	1.004146e+03	IL6;RSAD2;NLRP3
GO_Biological_Process_2021	response to interferon-gamma (GO:0034341)	6/80	1.617874e-05	3.927259e-04	0	0	1.253716e+01	1.383076e+02	GBP5;CCL5;CCL2;MEFV;TLR4;HLA-DPA1
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	14/546	1.837804e-05	4.390310e-04	0	0	4.239912e+00	4.623350e+01	F2R;LPAR1;FASLG;PIK3R1;PIK3CG;SELP;IL6;NLRP12;CD19;CCL5;BCL2;IL12B;HCLS1;TLR4
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	8/170	1.940193e-05	4.562484e-04	0	0	7.722516e+00	8.379037e+01	SELP;CLDN11;CLDN22;CLDN10;VCAM1;CLDN2;ITGAL;SELE
GO_Biological_Process_2021	positive regulation of ion transport (GO:0043270)	5/50	2.083436e-05	4.823957e-04	0	0	1.707235e+01	1.840213e+02	P2RX7;TRPC6;CCL5;F2R;CAMK2A
GO_Biological_Process_2021	positive regulation of NLRP3 inflammasome complex assembly (GO:1900227)	3/9	2.398480e-05	5.387631e-04	0	0	7.580153e+01	8.063835e+02	GBP5;CD36;TLR4
GO_Biological_Process_2021	T-helper 1 type immune response (GO:0042088)	3/9	2.398480e-05	5.387631e-04	0	0	7.580153e+01	8.063835e+02	LEF1;IL12B;TLR4
GO_Biological_Process_2021	positive regulation of calcium ion transmembrane transport (GO:1904427)	4/27	2.999720e-05	6.639087e-04	0	0	2.654582e+01	2.764590e+02	CXCL10;CD19;TRPC1;F2R
GO_Biological_Process_2021	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	7/134	3.352802e-05	7.312996e-04	0	0	8.566743e+00	8.826426e+01	IL6;CSF2;ITGB3;CCL5;IL12B;HCLS1;ITGA5
GO_Biological_Process_2021	calcium ion import (GO:0070509)	4/28	3.481552e-05	7.485337e-04	0	0	2.543846e+01	2.611372e+02	CASR;TRPC4;MICU3;CACNA1G
GO_Biological_Process_2021	positive regulation of interferon-gamma production (GO:0032729)	5/57	3.965687e-05	8.398091e-04	0	0	1.476893e+01	1.496868e+02	IL1R1;HLA-DPB1;IL12B;TLR4;HLA-DPA1
GO_Biological_Process_2021	MyD88-dependent toll-like receptor signaling pathway (GO:0002755)	4/29	4.017691e-05	8.398091e-04	0	0	2.441969e+01	2.471815e+02	BTK;LY96;CD36;TLR4
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	9/246	4.274024e-05	8.811515e-04	0	0	5.963241e+00	5.999240e+01	IL6;CD40LG;CAMK2A;BTK;NLRP3;HCLS1;PRKCQ;CD36;TLR4
GO_Biological_Process_2021	negative regulation of interleukin-17 production (GO:0032700)	3/11	4.665235e-05	9.168993e-04	0	0	5.684542e+01	5.669073e+02	IL12B;NCKAP1L;TLR4
GO_Biological_Process_2021	regulation of T-helper 2 cell cytokine production (GO:2000551)	3/11	4.665235e-05	9.168993e-04	0	0	5.684542e+01	5.669073e+02	IL6;RSAD2;NLRP3
GO_Biological_Process_2021	positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770)	3/11	4.665235e-05	9.168993e-04	0	0	5.684542e+01	5.669073e+02	FCER2;CCL2;TLR4
GO_Biological_Process_2021	positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	5/59	4.691113e-05	9.168993e-04	0	0	1.422050e+01	1.417394e+02	IL6;CSF2;CCL5;IL12B;HCLS1
GO_Biological_Process_2021	calcium ion homeostasis (GO:0055074)	6/97	4.848084e-05	9.354317e-04	0	0	1.018630e+01	1.011942e+02	SLC24A2;SLC8A3;CASR;SLC24A4;CCL5;ATP2B3
GO_Biological_Process_2021	positive regulation of interleukin-10 production (GO:0032733)	4/32	5.988992e-05	1.138424e-03	0	0	2.180000e+01	2.119614e+02	IL6;CD40LG;IL12B;TLR4
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	7/147	6.051423e-05	1.138424e-03	0	0	7.766142e+00	7.542968e+01	P2RX7;TRPC3;CACNA2D1;F2R;LPAR1;LPAR4;CD36
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	3/12	6.189839e-05	1.150087e-03	0	0	5.052672e+01	4.896047e+02	HLA-DRA;NCKAP1L;RUNX3
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	10/323	6.538839e-05	1.200116e-03	0	0	5.037875e+00	4.854076e+01	P2RX7;CXCL10;IL6;NLRP3;LY96;CCL2;LBP;PKD2;TLR4;FOXO1
GO_Biological_Process_2021	cellular metal ion homeostasis (GO:0006875)	6/104	7.165211e-05	1.299234e-03	0	0	9.455357e+00	9.023898e+01	SLC24A2;SLC8A3;CASR;SLC24A4;CCL5;ATP2B3
GO_Biological_Process_2021	B cell receptor signaling pathway (GO:0050853)	4/34	7.644028e-05	1.369555e-03	0	0	2.034462e+01	1.928466e+02	CD19;BCL2;BTK;NCKAP1L
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	14/625	7.956555e-05	1.385184e-03	0	0	3.676623e+00	3.470338e+01	CSF2;TRPC3;LEF1;F2R;P2RX7;IL6;H3-5;CCL5;BCL2;IL12B;HCLS1;LBP;CD36;TLR4
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	6/106	7.967956e-05	1.385184e-03	0	0	9.265313e+00	8.744136e+01	SELP;CCL5;F2R;HCLS1;PIK3R1;PIK3CG
GO_Biological_Process_2021	positive regulation of CD4-positive, alpha-beta T cell activation (GO:2000516)	3/13	8.007377e-05	1.385184e-03	0	0	4.547176e+01	4.289152e+02	HLA-DRA;NCKAP1L;PRKCQ
GO_Biological_Process_2021	cellular response to amyloid-beta (GO:1904646)	4/35	8.585719e-05	1.466118e-03	0	0	1.968734e+01	1.843292e+02	VCAM1;CACNA2D1;CD36;TLR4
GO_Biological_Process_2021	vascular endothelial growth factor receptor signaling pathway (GO:0048010)	5/67	8.670064e-05	1.466118e-03	0	0	1.238060e+01	1.157963e+02	NCF2;ITGB3;CYBB;NCKAP1L;PIK3R1
GO_Biological_Process_2021	regulation of tyrosine phosphorylation of STAT protein (GO:0042509)	5/68	9.308224e-05	1.556542e-03	0	0	1.218346e+01	1.130872e+02	IL6;CSF2;CCL5;IL12B;HCLS1
GO_Biological_Process_2021	transition metal ion transport (GO:0000041)	4/36	9.608988e-05	1.589179e-03	0	0	1.907115e+01	1.764125e+02	TRPC6;TRPC3;TRPC4;TRPC1
GO_Biological_Process_2021	regulation of interleukin-6 production (GO:0032675)	6/110	9.788136e-05	1.589860e-03	0	0	8.907151e+00	8.222863e+01	IL6;NLRP12;F2R;NCKAP1L;LBP;TLR4
GO_Biological_Process_2021	calcium ion import across plasma membrane (GO:0098703)	3/14	1.014130e-04	1.589860e-03	0	0	4.133588e+01	3.801375e+02	SLC24A2;SLC8A3;CACNA2D1
GO_Biological_Process_2021	regulation of nitric-oxide synthase biosynthetic process (GO:0051769)	3/14	1.014130e-04	1.589860e-03	0	0	4.133588e+01	3.801375e+02	FCER2;CCL2;TLR4
GO_Biological_Process_2021	T-helper cell differentiation (GO:0042093)	3/14	1.014130e-04	1.589860e-03	0	0	4.133588e+01	3.801375e+02	IL6;LEF1;IL12B
GO_Biological_Process_2021	positive regulation of type 2 immune response (GO:0002830)	3/14	1.014130e-04	1.589860e-03	0	0	4.133588e+01	3.801375e+02	IL6;RSAD2;NLRP3
GO_Biological_Process_2021	cellular divalent inorganic cation homeostasis (GO:0072503)	6/111	1.029115e-04	1.596719e-03	0	0	8.821875e+00	8.099929e+01	SLC24A2;SLC8A3;CASR;SLC24A4;CCL5;ATP2B3
GO_Biological_Process_2021	neutrophil chemotaxis (GO:0030593)	5/70	1.069237e-04	1.642042e-03	0	0	1.180739e+01	1.079597e+02	CXCL10;CCL5;CCL2;NCKAP1L;PIK3CG
GO_Biological_Process_2021	post-translational protein modification (GO:0043687)	10/345	1.126523e-04	1.712542e-03	0	0	4.701733e+00	4.274442e+01	IL6;SPSB1;ASB9;ASB11;KLHL13;ASB2;KBTBD8;FBXL22;FBXL7;SPSB4
GO_Biological_Process_2021	Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)	5/71	1.144104e-04	1.721876e-03	0	0	1.162791e+01	1.055316e+02	FCGR2A;WIPF1;CD3G;NCKAP1L;PIK3R1
GO_Biological_Process_2021	Fc-gamma receptor signaling pathway (GO:0038094)	5/72	1.222927e-04	1.822282e-03	0	0	1.145378e+01	1.031882e+02	FCGR2A;WIPF1;CD3G;NCKAP1L;PIK3R1
GO_Biological_Process_2021	calcium ion import into cytosol (GO:1902656)	3/15	1.261457e-04	1.861267e-03	0	0	3.788931e+01	3.401730e+02	SLC24A2;SLC8A3;CACNA2D1
GO_Biological_Process_2021	defense response to Gram-negative bacterium (GO:0050829)	5/73	1.305846e-04	1.889710e-03	0	0	1.128477e+01	1.009252e+02	SELP;IL6;IL12B;LBP;TLR4
GO_Biological_Process_2021	granulocyte chemotaxis (GO:0071621)	5/73	1.305846e-04	1.889710e-03	0	0	1.128477e+01	1.009252e+02	CXCL10;CCL5;CCL2;NCKAP1L;PIK3CG
GO_Biological_Process_2021	Fc receptor mediated stimulatory signaling pathway (GO:0002431)	5/74	1.393005e-04	1.996640e-03	0	0	1.112066e+01	9.873898e+01	FCGR2A;WIPF1;CD3G;NCKAP1L;PIK3R1
GO_Biological_Process_2021	positive regulation of endothelial cell apoptotic process (GO:2000353)	3/16	1.544963e-04	2.152935e-03	0	0	3.497299e+01	3.068999e+02	CD40LG;CCL2;FASLG
GO_Biological_Process_2021	positive regulation of leukocyte adhesion to vascular endothelial cell (GO:1904996)	3/16	1.544963e-04	2.152935e-03	0	0	3.497299e+01	3.068999e+02	SELP;IL6;SELE
GO_Biological_Process_2021	necroptotic process (GO:0070266)	3/16	1.544963e-04	2.152935e-03	0	0	3.497299e+01	3.068999e+02	LY96;FASLG;TLR4
GO_Biological_Process_2021	neutrophil migration (GO:1990266)	5/77	1.681376e-04	2.293976e-03	0	0	1.065568e+01	9.260566e+01	CXCL10;CCL5;CCL2;NCKAP1L;PIK3CG
GO_Biological_Process_2021	positive regulation of tumor necrosis factor production (GO:0032760)	5/77	1.681376e-04	2.293976e-03	0	0	1.065568e+01	9.260566e+01	IL6;IL12B;LY96;LBP;TLR4
GO_Biological_Process_2021	cellular protein modification process (GO:0006464)	18/1025	1.691902e-04	2.293976e-03	0	0	2.906054e+00	2.523759e+01	CAMK2A;UBE2E2;ASB11;CD3G;KLHL13;RUNX3;FBXL22;MAPK10;IL6;SPSB1;ASB9;AKT3;BTK;CCL2;ASB2;KBTBD8;FBXL7;SPSB4
GO_Biological_Process_2021	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	4/42	1.769992e-04	2.378427e-03	0	0	1.605506e+01	1.387055e+02	SELP;VCAM1;ITGAL;SELE
GO_Biological_Process_2021	cellular response to organic substance (GO:0071310)	6/123	1.809032e-04	2.409375e-03	0	0	7.912260e+00	6.818428e+01	NLRP12;CCL5;LEF1;CYP1A1;HCLS1;CCL2
GO_Biological_Process_2021	regulation of metal ion transport (GO:0010959)	3/17	1.866847e-04	2.443135e-03	0	0	3.247328e+01	2.788185e+02	CASR;CACNA2D1;BCL2
GO_Biological_Process_2021	positive regulation of cytokine production involved in inflammatory response (GO:1900017)	3/17	1.866847e-04	2.443135e-03	0	0	3.247328e+01	2.788185e+02	GBP5;IL6;TLR4
GO_Biological_Process_2021	regulation of cytokine production involved in inflammatory response (GO:1900015)	4/43	1.941451e-04	2.518865e-03	0	0	1.564260e+01	1.336958e+02	GBP5;IL6;MEFV;TLR4
GO_Biological_Process_2021	innate immune response (GO:0045087)	9/302	2.032427e-04	2.614361e-03	0	0	4.809747e+00	4.088819e+01	CXCL10;TRIM61;NCF2;BTK;CYBB;LBP;MEFV;TLR4;PIK3CG
GO_Biological_Process_2021	positive regulation of biosynthetic process (GO:0009891)	4/44	2.124569e-04	2.654613e-03	0	0	1.525077e+01	1.289723e+02	CCL5;F2R;CD36;TLR4
GO_Biological_Process_2021	response to amyloid-beta (GO:1904645)	4/44	2.124569e-04	2.654613e-03	0	0	1.525077e+01	1.289723e+02	VCAM1;CACNA2D1;CD36;TLR4
