Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KEGG_2021_Human__Rheumatoid arthritis,-0.2196573787568405,-1.5907696057205436,0.05263157894736842,0.3294878876351298,0.84,23/24,72.60%,CSF2;HLA-DPB1;CXCL6;TLR4;HLA-DRA;HLA-DPA1;CD80;HLA-DQA2;CCL5;TGFB2;HLA-DOA;HLA-DQA1;TEK;ITGAL;CD86;CTLA4;CCL2;IL6;ANGPT1;CXCL12;IFNG;CTSK;TGFB3
prerank,GO_Biological_Process_2021__cellular response to lipopolysaccharide (GO:0071222),-0.19805467358524126,-1.5869439123209532,0.0,0.3223835450695705,0.84,29/35,57.09%,PPBP;LILRB1;CXCL6;TLR4;LBP;CD80;CX3CR1;WNT5A;CXCL10;NUGGC;CCL5;PDE4B;AXL;LILRB2;LY96;TNFSF4;CXCL9;BPI;NLRP3;CD86;SERPINE1;CCL2;CD180;MEF2C;PDCD1LG2;IL6;TNIP3;ANKRD1;STAP1
prerank,GO_Biological_Process_2021__collagen fibril organization (GO:0030199),0.2892886476446133,1.5828777713186664,0.06741573033707865,1.0,1.0,25/35,49.28%,GREM1;COL8A1;COL10A1;COL19A1;DPT;COL14A1;COL24A1;CYP1B1;ADAMTS3;COL11A1;COL3A1;DDR2;COL6A3;LOX;LUM;COL5A2;TLL1;COL21A1;COL1A2;COL1A1;COL4A6;P4HA3;COL5A1;COL8A2;COL12A1
prerank,KEGG_2021_Human__Leukocyte transendothelial migration,-0.25227963525835867,-1.5803773111962325,0.0,0.317967332123412,0.85,24/24,74.98%,CLDN22;PIK3R1;PECAM1;CLDN2;CTNNA2;NCF2;RHOH;JAM3;MYL9;VCAM1;CLDN10;ITGAL;CTNNA3;JAM2;MYL10;CYBB;CLDN11;CXCL12;ITK;MYL2;PRKCB;THY1;MMP2;ITGA4
prerank,GO_Biological_Process_2021__muscle organ development (GO:0007517),0.3824771154271744,1.579706565390709,0.04,1.0,1.0,14/17,48.64%,IGF1;SGCD;LAMA2;SGCG;CHODL;COL6A3;TCF21;EVC;ITGA11;BVES;TAGLN;FHL1;MRAS;MEF2C
prerank,KEGG_2021_Human__AGE-RAGE signaling pathway in diabetic complications,-0.23023114355231145,-1.5731104106110607,0.07692307692307693,0.3189864581879101,0.86,26/26,77.19%,FOXO1;PIK3R1;COL4A1;COL4A5;EGR1;FN1;MAPK10;NFATC1;COL4A4;AKT3;TGFB2;VCAM1;BCL2;SERPINE1;CCL2;CYBB;IL6;COL4A6;COL1A1;COL1A2;SELE;PRKCB;AGTR1;TGFB3;MMP2;COL3A1
prerank,GO_Biological_Process_2021__blood circulation (GO:0008015),0.3371636615097413,1.5677649290893396,0.047619047619047616,1.0,1.0,15/21,43.96%,PLN;SGCD;TRDN;SGCG;AGTR1;SGCZ;ELN;MYL2;CXCL12;OLR1;ACTC1;MEOX2;AVPR1A;GUCY1A1;HTR7
prerank,GO_Biological_Process_2021__regulation of cell differentiation (GO:0045595),-0.21672933501631197,-1.5608171509951776,0.09090909090909091,0.3287625193251328,0.88,15/25,30.18%,FGF8;SIK1;RUNX3;CSF2;FGFR1;NGF;NREP;PTHLH;MAFB;GDNF;NTF3;BMPR1B;IGF2;HOPX;PHLDB2
prerank,KEGG_2021_Human__Fluid shear stress and atherosclerosis,-0.2626784087458245,-1.5578432775137243,0.0625,0.32175265750583354,0.88,21/21,73.93%,PIK3R1;PECAM1;CAV1;NCF2;DUSP1;MAPK10;SDC2;PLAT;BMPR1B;ITGB3;AKT3;VCAM1;BCL2;CCL2;MEF2C;IL1R1;GSTM5;SELE;IFNG;GSTT2;MMP2
prerank,GO_Biological_Process_2021__protein-containing complex assembly (GO:0065003),-0.23872050171068737,-1.553923973344787,0.125,0.3188810313536517,0.88,22/24,64.12%,IL2RB;LEF1;WASF1;LIN7A;FN1;BIN2;WAS;CAND2;RIMS1;WIPF1;P2RX7;MITF;MEFV;CD3E;NCKAP1L;FBXL7;LRRK2;SHANK1;PYGO1;FERMT2;CD3G;CXCL12
prerank,GO_Biological_Process_2021__negative regulation of T cell activation (GO:0050868),-0.2457054286641213,-1.5476483294021117,0.0,0.32150030248033884,0.89,21/22,69.16%,LAPTM5;TNFAIP8L2;LILRB1;IFNL1;FOXP3;SPN;CD80;LILRB4;LILRB2;HAVCR2;CD86;PLA2G2D;NCKAP1L;VSIG4;PDCD1LG2;FCGR2B;RIPOR2;LAX1;IL10;GPNMB;TIGIT
prerank,KEGG_2021_Human__Inflammatory bowel disease,-0.2779615431324951,-1.5358719967446255,0.15,0.3265148410514607,0.89,15/20,40.46%,IL21;HLA-DPB1;TLR4;FOXP3;TBX21;HLA-DRA;HLA-DPA1;HLA-DQA2;NFATC1;TGFB2;HLA-DOA;HLA-DQA1;IL21R;IL12B;IL13
prerank,GO_Biological_Process_2021__regulation of interleukin-6 production (GO:0032675),-0.21575380701347696,-1.532655498168561,0.05555555555555555,0.3221075317604356,0.9,31/32,74.35%,TSLP;TREM2;NLRP12;AIF1;TLR4;LBP;CD200;LILRA5;WNT5A;LILRB4;LILRB2;LILRA2;TNFSF4;F2R;BPI;IL16;SYT11;NCKAP1L;IL33;CLEC7A;SCIMP;SLAMF1;GHRL;IL6;CD200R1;C1QTNF3;IL10;IFNG;TLR8;GHSR;TLR7
prerank,GO_Biological_Process_2021__cell-matrix adhesion (GO:0007160),-0.23030118649224215,-1.5233364836922518,0.0,0.33482923609965354,0.93,27/27,77.19%,OTOA;ITGA1;NID2;FN1;PARVG;TNN;ITGB3;ITGA8;VCAM1;DLC1;SIGLEC1;CD96;SORBS1;ITGAL;ADAMTS12;FERMT2;ITGA11;PPFIA2;ECM2;FBLN5;ITGBL1;ACTN3;THY1;LYVE1;CCL21;ITGA4;COL3A1
prerank,GO_Biological_Process_2021__response to interleukin-1 (GO:0070555),0.3203891291301124,1.5168225313184087,0.0625,1.0,1.0,19/24,51.87%,CCL19;SFRP1;CCL14;PTGIS;CCL17;CCL21;CCL13;CCL7;SELE;CCL11;CCL16;ANKRD1;IL1R1;CCL25;HAS2;CCL22;CCL2;ADAMTS12;CCL8
prerank,KEGG_2021_Human__Oxytocin signaling pathway,-0.2326956412886304,-1.5056325996515316,0.06666666666666667,0.3452439414967439,0.94,23/24,71.15%,GUCY1B1;CAMK1D;KCNJ5;CAMK4;KCNJ12;NFATC1;CACNB4;CACNA2D3;MYL9;GUCY1A2;CD38;PIK3R5;MEF2C;CACNA2D1;CAMK2A;PIK3CG;GNAO1;ADCY5;GUCY1A1;ADCY2;CACNG5;RYR3;PRKCB
prerank,"KEGG_2021_Human__Parathyroid hormone synthesis, secretion and action",-0.2902638762511374,-1.496735230395489,0.15789473684210525,0.3482499351827845,0.95,17/17,71.15%,EGR1;FGFR1;SOST;PTHLH;MAFB;MMP17;MMP13;KL;PDE4B;BCL2;CASR;MEF2C;ADCY5;ADCY2;RXRG;MMP16;PRKCB
prerank,GO_Biological_Process_2021__phosphorylation (GO:0016310),-0.17720068733062597,-1.4964726950416567,0.058823529411764705,0.3400483968542045,0.95,28/35,55.31%,PEAK3;SIK1;MEX3B;RUNX3;FGFR1;FAM20A;ZAP70;CAMK4;NUAK1;MAPK10;CDK14;CERKL;BMPR1B;WNK3;NTRK1;AKT3;TGFB2;HTR2B;PRKD1;ERG;RET;PRKG1;LRRK2;BTK;CCL2;CAMK2A;PIK3CG;DGKB
prerank,GO_Biological_Process_2021__cell morphogenesis involved in differentiation (GO:0000904),-0.30249517628029415,-1.4900104051813399,0.09090909090909091,0.340883896600775,0.95,16/17,62.43%,PIK3R1;LAMB4;FN1;PARVG;PKHD1;ITGB3;ATRNL1;NTNG1;ITGA8;TEK;MEF2C;TMEFF2;FERMT2;BVES;ANTXR1;RELN
prerank,GO_Biological_Process_2021__adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188),0.2597764307992392,1.4814478297531033,0.0967741935483871,1.0,1.0,28/49,39.68%,CHRM2;IAPP;MC4R;VIP;ADCYAP1;CRHR1;GPR119;GLP2R;ADRB3;GCG;ADGRE3;P2RY12;FPR2;ADCYAP1R1;PTGER3;ADGRD1;MC2R;CNR1;CALCR;ADGRB3;CNR2;UCN3;FPR1;CCR3;DRD5;PTGFR;ADCY2;AKAP12
prerank,KEGG_2021_Human__TGF-beta signaling pathway,0.33166087161319824,1.4807410854146286,0.047619047619047616,1.0,1.0,12/20,35.33%,GREM2;GREM1;GDF6;THBS1;LEFTY2;FBN1;DCN;TGFB3;IFNG;INHBA;BMP5;GDF5
prerank,GO_Biological_Process_2021__regulation of intracellular signal transduction (GO:1902531),-0.19675151895338566,-1.479203644915497,0.125,0.34934568726716975,0.95,29/36,52.90%,MCF2;ARHGAP9;MAPT;TREM2;AKAP6;ARHGAP30;NLRP12;NTRK3;STARD8;RHOH;NUAK1;ARHGEF26;ARHGAP31;PKHD1;WNT5A;NTRK1;RHOJ;RASGRF2;PPP1R16B;DLC1;ARHGAP15;TEK;ARHGAP28;ARHGEF6;CLEC7A;LRRK2;CMKLR1;NLGN1;TAGAP
prerank,GO_Biological_Process_2021__inflammatory response (GO:0006954),0.2129094904558538,1.4760700033318388,0.031578947368421054,1.0,1.0,64/83,60.74%,AGTR2;CCL19;CXCL13;CCL14;XCR1;THBS1;PTX3;IL2RA;HPR;TAC1;PROK2;FOLR2;CCL17;FPR2;CCL21;CCR5;CCL13;AGTR1;CCR7;CCL7;CCR2;IFNG;PTGER3;FPR3;PF4V1;SELE;ACKR1;CRHBP;CCL11;FPR1;OLR1;CCR3;PTGFR;ODAM;SCG2;CCL16;AOC3;TNFAIP6;FCGR2B;CCR1;IL6;CCL25;PIK3CG;CD40LG;GPR33;CCL22;CYBB;CCL2;CMKLR1;CXCR2;C3AR1;TLR10;CCL8;KIT;CSF1R;PLA2G2D;TACR1;ITGAL;NLRP3;MEFV;ADORA3;CD96;CXCL9;AZU1
prerank,GO_Biological_Process_2021__cellular defense response (GO:0006968),-0.22684654270550852,-1.4728248871660692,0.05555555555555555,0.34582344455302716,0.96,19/21,64.63%,LSP1;FCMR;NCF2;LBP;SPN;CX3CR1;CCR6;C5AR1;LILRB2;LY96;KLRG1;CLEC5A;CXCL9;CXCR2;MNDA;RAB23;CCR3;KLRC3;ITK
prerank,GO_Biological_Process_2021__negative regulation of cytokine production (GO:0001818),-0.15223479545435226,-1.4712259366338618,0.09090909090909091,0.33982758620689657,0.96,46/51,71.54%,LAPTM5;LEF1;TREM2;LILRB1;NLRP12;IFNL1;TLR4;FN1;FOXP3;TBX21;HDAC9;CD200;LILRA5;CD33;LILRB4;AXL;NR1H4;HAVCR2;APOD;IL12B;TNFSF4;MEFV;BPI;CD84;SSC5D;SYT11;SRGN;NCKAP1L;VSIG4;CMKLR1;SLAMF1;PDCD1LG2;GHRL;IL6;FCGR2B;NAV3;CD200R1;C1QTNF3;IL10;INHBA;GPNMB;TIGIT;IFNG;TLR8;GHSR;CCR7
prerank,GO_Biological_Process_2021__cellular response to interleukin-1 (GO:0071347),0.29685571894017126,1.4678145324398095,0.09523809523809523,1.0,1.0,19/25,51.87%,CCL19;SFRP1;CCL14;PTGIS;CCL17;CCL21;PSMA8;CCL13;CCL7;CCL11;CCL16;ANKRD1;IL1R1;CCL25;HAS2;CCL22;CCL2;ADAMTS12;CCL8
prerank,GO_Biological_Process_2021__positive regulation of phagocytosis (GO:0050766),-0.25068824713855464,-1.465129855849411,0.058823529411764705,0.3438183347350715,0.96,18/21,57.09%,AHSG;IL2RB;TREM2;SIRPB1;CD300LF;CAMK1D;FCER1G;SIRPG;PLA2G5;AZU1;DOCK2;TUB;NCKAP1L;CLEC7A;RAB31;CCL2;FCGR2B;STAP1
prerank,GO_Biological_Process_2021__positive regulation of cell projection organization (GO:0031346),-0.20524145816800557,-1.4640659663142526,0.08333333333333333,0.33752484659925674,0.97,28/29,74.74%,ROBO2;NGF;CAMK1D;NTRK3;ROR1;PLXNC1;WNT5A;ZNF804A;MAP6;NTRK1;NDNF;PRKD1;RET;SLITRK1;ROR2;PTPRD;ROBO1;PTN;RELN;DPYSL3;TENM3;PLPPR5;PLXNA4;STMN2;CHODL;NGFR;EPHA3;SLIT2
prerank,GO_Biological_Process_2021__positive regulation of calcium ion transport into cytosol (GO:0010524),-0.2742645244181327,-1.4608415262345351,0.045454545454545456,0.3315240788418521,0.97,11/15,39.92%,AKAP6;CAV1;APLNR;CXCL10;TRPC1;P2RX7;CD19;F2R;CXCL9;P2RX5;TRPC3
prerank,GO_Biological_Process_2021__positive regulation of transcription by RNA polymerase II (GO:0045944),-0.0914778873059607,-1.4587991865028809,0.0,0.3270004949678271,0.97,94/102,79.39%,FOXH1;SOX11;FOXO1;PIK3R1;VENTX;LMX1A;EGR1;LEF1;LILRB1;GATA5;HEYL;TAL1;NR2F1;PID1;ASXL3;GDNF;LDB2;NPAS4;DAB2;TLR4;FOXP3;SMAD9;GLI2;WAS;BEX1;BMPR1B;WNT5A;HCLS1;NFATC1;SOX2;CXCL10;IGF2;GAL;NR1H4;TGFB2;LMO1;MITF;MLIP;ESR1;FGF2;HLF;PRKD1;CEBPE;ERG;TFEC;FOXF1;NLRP3;PKD2;GLI1;IL33;PRL;SERPINE1;MIXL1;ZEB2;CCN1;MEF2C;TCF4;OSM;FHL5;IL6;TNIP3;RORB;RGMA;MEOX2;EGR2;GLI3;RFX6;RXRG;WNT2;PEG3;BMP5;IRF4;IL10;INHBA;IL26;PGR;TCF21;HGF;AR;EOMES;ZFPM2;TGFB3;GATA1;NGFR;OSR1;HAND1;GALR1;MYOCD;HAND2;DCN;SFRP2;NKX6-3;NR4A3;NOS1
prerank,KEGG_2021_Human__Neuroactive ligand-receptor interaction,0.19755442938563353,1.4515858262659205,0.06060606060606061,1.0,1.0,68/121,45.20%,CHRM2;PENK;CTSG;IAPP;NPFFR2;MC4R;AGTR2;VIP;GRIA1;NPY;GABRG2;GLRA1;CHRNA6;CCKAR;ADCYAP1;CRHR1;HTR2A;GABRA1;GABRP;PPY;LEP;GLP2R;P2RY10;PRLHR;ADRB3;GCG;GABRA5;TAC1;P2RX2;P2RY14;FPR2;GALR1;HCRTR1;GLRA3;SST;HRH2;CHRNA1;AGTR1;GHSR;CHRNA3;ADCYAP1R1;PTGER3;FPR3;NTSR2;MC2R;CNR1;CALCR;CNR2;GIP;UCN3;FPR1;RXFP3;DRD5;PTGFR;GHR;PMCH;GRIA2;GABRQ;EDNRA;GABRG1;AVPR1A;F2RL2;HTR7;GHRL;GRIK3;LEPR;LPAR4;OPRM1
prerank,GO_Biological_Process_2021__regulation of neuron projection development (GO:0010975),-0.2105964625600674,-1.4510385417474183,0.17647058823529413,0.33092155676547697,0.97,30/31,74.41%,NCS1;CRMP1;CTNNA2;CAMK1D;NTRK3;PTPRO;SEMA3A;ROR1;WNT5A;ZNF804A;NTRK1;LPAR1;NTNG1;NDNF;PRKD1;RET;ROR2;CDH2;LRRK2;ZDHHC15;PTN;PPFIA2;LRRC4C;RELN;DPYSL3;TENM3;PLPPR5;SPOCK1;STMN2;EPHA3
prerank,GO_Biological_Process_2021__positive regulation of transport (GO:0051050),-0.2613174323588393,-1.4504577419359295,0.07142857142857142,0.3243036376548568,0.97,16/20,47.80%,AHSG;IL2RB;TREM2;SIRPB1;CAMK1D;CLIP3;FCER1G;DAB2;SIRPG;CALY;PLA2G5;AZU1;GPC3;DOCK2;TUB;CLEC7A
prerank,GO_Biological_Process_2021__supramolecular fiber organization (GO:0097435),0.225437337302599,1.444228457452101,0.10989010989010989,1.0,1.0,35/63,41.37%,IAPP;DES;GREM1;COL8A1;COL10A1;COL19A1;DPT;COL14A1;STMN4;MFAP4;COL24A1;CYP1B1;ADAMTS3;TRDN;MYH11;COL11A1;COL3A1;DDR2;SPTA1;COL6A3;STMN2;LOX;LUM;COL5A2;PGM5;TLL1;FBLN5;XIRP1;COL21A1;LMOD1;ACTC1;COL1A2;ODAM;COL1A1;COL4A6
prerank,KEGG_2021_Human__PD-L1 expression and PD-1 checkpoint pathway in cancer,-0.3151605536603277,-1.4321804555546043,0.043478260869565216,0.3563038189751709,0.98,10/15,28.30%,PIK3R1;ZAP70;PRKCQ;TLR4;CD4;PDCD1;NFATC1;CD3D;RASGRP1;AKT3
